"year","sampid","length","sl.larv.adj"
2003,200350054,45,1.495840984
2003,200350054,47,1.51907858
2003,200350054,69,1.859074184
2003,200350054,70,1.878973966
2003,200350062,34,1.385428337
2003,200350066,64,1.766132613
2003,200350074,112,3.299749031
2003,200350079,85,2.239242121
2003,200350080,80,2.105170918
2003,200350080,85,2.239242121
2003,200350081,74,1.963290742
2003,200350085,77,2.031794996
2003,200350089,75,1.985604619
2003,200350089,79,2.080150086
2003,200350089,85,2.239242121
2003,200350089,88,2.327370609
2003,200350089,100,2.747174654
2003,200350092,150,6.490393891
2003,200350095,22,1.292819178
2003,200350095,32,1.368173862
2003,200350095,33,1.376702322
2003,200350095,35,1.394356483
2003,200350095,35,1.394356483
2003,200350095,36,1.403491442
2003,200350095,38,1.422401076
2003,200350095,39,1.432185666
2003,200350095,40,1.442196909
2003,200350095,42,1.462920475
2003,200350095,42,1.462920475
2003,200350095,43,1.473643666
2003,200350095,44,1.484615251
2003,200350095,45,1.495840984
2003,200350095,55,1.623441714
2003,200350095,63,1.748787535
2003,200350096,16,1.255227494
2003,200350096,19,1.273377952
2003,200350096,20,1.279710539
2003,200350096,20,1.279710539
2003,200350096,31,1.359838485
2003,200350096,43,1.473643666
2003,200350096,45,1.495840984
2003,200350096,50,1.555992764
2003,200350096,51,1.568871901
2003,200350096,60,1.699073075
2003,200350096,62,1.731835147
2003,200350098,39,1.432185666
2003,200350098,53,1.595532092
2003,200350098,62,1.731835147
2003,200350098,67,1.820616001
2003,200350098,80,2.105170918
2003,200350100,32,1.368173862
2003,200350100,35,1.394356483
2003,200350100,35,1.394356483
2003,200350100,36,1.403491442
2003,200350100,42,1.462920475
2003,200350100,85,2.239242121
2003,200350101,17,1.261139639
2003,200350101,18,1.267188734
2003,200350101,21,1.286189815
2003,200350101,26,1.320908257
2003,200350101,56,1.637883254
2003,200350101,60,1.699073075
2003,200350102,38,1.422401076
2003,200350108,23,1.299602105
2003,200350108,37,1.412838006
2003,200350108,38,1.422401076
2003,200350108,39,1.432185666
2003,200350108,41,1.452440055
2003,200350108,43,1.473643666
2003,200350108,45,1.495840984
2003,200350108,53,1.595532092
2003,200350108,55,1.623441714
2003,200350108,74,1.963290742
2003,200350108,89,2.358118112
2003,200350109,41,1.452440055
2003,200350109,46,1.507326753
2003,200350110,22,1.292819178
2003,200350110,23,1.299602105
2003,200350110,24,1.306542154
2003,200350110,25,1.313642963
2003,200350110,25,1.313642963
2003,200350110,26,1.320908257
2003,200350110,28,1.335947628
2003,200350110,34,1.385428337
2003,200350110,39,1.432185666
2003,200350110,40,1.442196909
2003,200350110,43,1.473643666
2003,200350110,49,1.543405207
2003,200350110,55,1.623441714
2003,200350110,55,1.623441714
2003,200350110,86,2.267948196
2003,200350111,27,1.328341846
2003,200350111,60,1.699073075
2003,200350111,120,3.762124141
2003,200350112,18,1.267188734
2003,200350112,19,1.273377952
2003,200350112,23,1.299602105
2003,200350112,24,1.306542154
2003,200350112,25,1.313642963
2003,200350112,51,1.568871901
2003,200350112,52,1.582049374
2003,200350112,58,1.667777663
2003,200350112,62,1.731835147
2003,200350112,66,1.802037431
2003,200350112,66,1.802037431
2003,200350112,68,1.839624929
2003,200350112,71,1.89933471
2003,200350112,99,2.707618996
2003,200350112,118,3.638472101
2003,200350113,17,1.261139639
2003,200350113,22,1.292819178
2003,200350113,25,1.313642963
2003,200350113,47,1.51907858
2003,200350113,47,1.51907858
2003,200350113,52,1.582049374
2003,200350113,56,1.637883254
2003,200350113,63,1.748787535
2003,200350117,78,2.05569572
2003,200350122,44,1.484615251
2003,200350123,35,1.394356483
2003,200350123,60,1.699073075
2003,200350124,35,1.394356483
2003,200350124,83,2.183764956
2003,200350124,93,2.488397444
2003,200350125,23,1.299602105
2003,200350125,25,1.313642963
2003,200350125,27,1.328341846
2003,200350125,35,1.394356483
2003,200350125,50,1.555992764
2003,200350125,55,1.623441714
2003,200350125,59,1.683246211
2003,200350126,17,1.261139639
2003,200350126,18,1.267188734
2003,200350126,19,1.273377952
2003,200350126,32,1.368173862
2003,200350126,34,1.385428337
2003,200350126,35,1.394356483
2003,200350126,35,1.394356483
2003,200350126,36,1.403491442
2003,200350126,37,1.412838006
2003,200350126,38,1.422401076
2003,200350126,45,1.495840984
2003,200350126,69,1.859074184
2003,200350126,120,3.762124141
2003,200350127,35,1.394356483
2003,200350127,38,1.422401076
2003,200350127,49,1.543405207
2003,200350127,51,1.568871901
2003,200350127,91,2.42176634
2003,200350129,21,1.286189815
2003,200350129,50,1.555992764
2003,200350129,55,1.623441714
2003,200350129,55,1.623441714
2003,200350129,63,1.748787535
2003,200350129,77,2.031794996
2003,200350130,40,1.442196909
2003,200350130,42,1.462920475
2003,200350130,100,2.747174654
2003,200350132,30,1.351691819
2003,200350132,34,1.385428337
2003,200350132,39,1.432185666
2003,200350132,45,1.495840984
2003,200350132,63,1.748787535
2003,200350133,38,1.422401076
2003,200350135,56,1.637883254
2003,200350136,21,1.286189815
2003,200350136,24,1.306542154
2003,200350136,25,1.313642963
2003,200350136,26,1.320908257
2003,200350136,45,1.495840984
2003,200350137,20,1.279710539
2003,200350137,21,1.286189815
2003,200350137,41,1.452440055
2003,200350139,15,1.249449198
2003,200350139,20,1.279710539
2003,200350139,34,1.385428337
2003,200350139,52,1.582049374
2003,200350140,16,1.255227494
2003,200350140,17,1.261139639
2003,200350140,18,1.267188734
2003,200350140,20,1.279710539
2003,200350140,32,1.368173862
2003,200350142,25,1.313642963
2003,200350142,54,1.609327128
2003,200350142,68,1.839624929
2003,200350142,70,1.878973966
2003,200350142,75,1.985604619
2003,200350142,88,2.327370609
2003,200350143,43,1.473643666
2003,200350143,66,1.802037431
2003,200350144,20,1.279710539
2003,200350144,22,1.292819178
2003,200350144,40,1.442196909
2003,200350144,48,1.53110263
2003,200350144,65,1.783879476
2003,200350144,75,1.985604619
2003,200350144,81,2.130771338
2003,200350145,24,1.306542154
2003,200350145,30,1.351691819
2003,200350145,60,1.699073075
2003,200350145,92,2.454700445
2003,200350145,93,2.488397444
2003,200350146,98,2.668958869
2003,200350146,115,3.463295284
2003,200350146,137,5.076749583
2003,200350151,39,1.432185666
2003,200350151,40,1.442196909
2003,200350152,28,1.335947628
2003,200350152,30,1.351691819
2003,200350152,43,1.473643666
2003,200350155,30,1.351691819
2003,200350155,31,1.359838485
2003,200350155,33,1.376702322
2003,200350155,37,1.412838006
2003,200350155,47,1.51907858
2003,200350155,48,1.53110263
2003,200350155,50,1.555992764
2003,200350155,62,1.731835147
2003,200350155,66,1.802037431
2003,200350157,29,1.343729592
2003,200350157,30,1.351691819
2003,200350157,30,1.351691819
2003,200350157,37,1.412838006
2003,200350157,38,1.422401076
2003,200350158,38,1.422401076
2003,200350158,39,1.432185666
2003,200350158,46,1.507326753
2003,200350158,51,1.568871901
2003,200350158,87,2.297319224
2003,200350159,34,1.385428337
2003,200350159,43,1.473643666
2003,200350159,44,1.484615251
2003,200350159,64,1.766132613
2003,200350161,30,1.351691819
2003,200350161,30,1.351691819
2003,200350161,62,1.731835147
2003,200350162,31,1.359838485
2003,200350162,32,1.368173862
2003,200350162,47,1.51907858
2003,200350162,47,1.51907858
2003,200350162,63,1.748787535
2003,200350162,71,1.89933471
2003,200350162,72,1.920167095
2003,200350162,87,2.297319224
2003,200350163,29,1.343729592
2003,200350163,31,1.359838485
2003,200350163,32,1.368173862
2003,200350163,64,1.766132613
2003,200350163,77,2.031794996
2003,200350166,34,1.385428337
2003,200350166,64,1.766132613
2003,200350166,82,2.156964772
2003,200350166,94,2.522875007
2003,200350167,39,1.432185666
2003,200350167,45,1.495840984
2003,200350167,89,2.358118112
2003,200350286,40,1.442196909
2003,200350316,30,1.351691819
2003,200350318,62,1.731835147
2003,200350326,110,3.196796142
2003,200350385,67,1.820616001
2003,200350398,30,1.351691819
2003,200350475,53,1.595532092
2003,200350516,44,1.484615251
2003,200350540,53,1.595532092
2003,200350545,19,1.273377952
2003,200350545,28,1.335947628
2003,200350545,43,1.473643666
2003,200350546,19,1.273377952
2003,200350549,25,1.313642963
2003,200370017,46,1.507326753
2003,200370017,46,1.507326753
2003,200370020,46,1.507326753
2003,200370020,46,1.507326753
2003,200370025,46,1.507326753
2003,200370025,46,1.507326753
2003,200370028,46,1.507326753
2003,200370028,46,1.507326753
2003,200370049,46,1.507326753
2003,200370049,46,1.507326753
2003,200370049,46,1.507326753
2003,200370051,46,1.507326753
2003,200370051,46,1.507326753
2003,200370051,46,1.507326753
2003,200370052,46,1.507326753
2003,200370059,21,1.286189815
2003,200370060,109,3.14706115
2003,200370063,28,1.335947628
2003,200370063,44,1.484615251
2003,200370065,57,1.652659321
2003,200370069,31,1.359838485
2003,200370069,72,1.920167095
2003,200370071,46,1.507326753
2003,200370071,84,2.211185946
2003,200370071,94,2.522875007
2003,200370076,44,1.484615251
2003,200370076,52,1.582049374
2003,200370076,58,1.667777663
2003,200370076,86,2.267948196
2003,200370087,87,2.297319224
2003,200370089,38,1.422401076
2003,200370089,41,1.452440055
2003,200370089,47,1.51907858
2003,200370089,48,1.53110263
2003,200370089,112,3.299749031
2003,200370089,149,6.366092554
2003,200370091,25,1.313642963
2003,200370095,26,1.320908257
2003,200370096,86,2.267948196
2003,200370109,112,3.299749031
2003,200370110,110,3.196796142
2003,200370118,52,1.582049374
2003,200370119,32,1.368173862
2003,200370121,65,1.783879476
2003,200370121,87,2.297319224
2003,200370121,89,2.358118112
2003,200370123,43,1.473643666
2003,200370123,50,1.555992764
2003,200370124,34,1.385428337
2003,200370124,94,2.522875007
2003,200370126,74,1.963290742
2003,200370126,75,1.985604619
2003,200370127,35,1.394356483
2003,200370127,64,1.766132613
2003,200370127,66,1.802037431
2003,200370127,69,1.859074184
2003,200370127,83,2.183764956
2003,200370128,48,1.53110263
2003,200370128,69,1.859074184
2003,200370128,76,2.008435379
2003,200370128,81,2.130771338
2003,200370128,84,2.211185946
2003,200370129,64,1.766132613
2003,200370129,88,2.327370609
2003,200370129,89,2.358118112
2003,200370130,33,1.376702322
2003,200370130,34,1.385428337
2003,200370130,38,1.422401076
2003,200370130,46,1.507326753
2003,200370130,51,1.568871901
2003,200370130,56,1.637883254
2003,200370130,58,1.667777663
2003,200370130,65,1.783879476
2003,200370130,73,1.941482047
2003,200370130,74,1.963290742
2003,200370130,75,1.985604619
2003,200370130,80,2.105170918
2003,200370130,96,2.59424457
2003,200370130,102,2.829056024
2003,200370131,55,1.623441714
2003,200370131,78,2.05569572
2003,200370132,20,1.279710539
2003,200370132,50,1.555992764
2003,200370132,52,1.582049374
2003,200370132,66,1.802037431
2003,200370132,68,1.839624929
2003,200370132,81,2.130771338
2003,200370133,20,1.279710539
2003,200370133,52,1.582049374
2003,200370133,58,1.667777663
2003,200370133,63,1.748787535
2003,200370133,63,1.748787535
2003,200370133,67,1.820616001
2003,200370133,78,2.05569572
2003,200370134,40,1.442196909
2003,200370137,22,1.292819178
2003,200370137,42,1.462920475
2003,200370137,70,1.878973966
2003,200370138,52,1.582049374
2003,200370138,64,1.766132613
2003,200370138,72,1.920167095
2003,200370139,23,1.299602105
2003,200370139,66,1.802037431
2003,200370139,68,1.839624929
2003,200370139,73,1.941482047
2003,200370139,88,2.327370609
2003,200370139,96,2.59424457
2003,200370140,20,1.279710539
2003,200370140,24,1.306542154
2003,200370140,36,1.403491442
2003,200370140,37,1.412838006
2003,200370140,40,1.442196909
2003,200370140,58,1.667777663
2003,200370140,75,1.985604619
2003,200370140,93,2.488397444
2003,200370141,64,1.766132613
2003,200370141,72,1.920167095
2003,200370142,19,1.273377952
2003,200370142,23,1.299602105
2003,200370142,36,1.403491442
2003,200370142,60,1.699073075
2003,200370142,75,1.985604619
2003,200370142,78,2.05569572
2003,200370144,56,1.637883254
2003,200370144,64,1.766132613
2003,200370144,76,2.008435379
2003,200370145,29,1.343729592
2003,200370145,39,1.432185666
2003,200370146,72,1.920167095
2003,200370147,58,1.667777663
2003,200370148,21,1.286189815
2003,200370148,62,1.731835147
2003,200370149,33,1.376702322
2003,200370149,33,1.376702322
2003,200370149,35,1.394356483
2003,200370149,38,1.422401076
2003,200370149,39,1.432185666
2003,200370149,45,1.495840984
2003,200370150,34,1.385428337
2003,200370150,40,1.442196909
2003,200370150,63,1.748787535
2003,200370150,64,1.766132613
2003,200370150,73,1.941482047
2003,200370151,60,1.699073075
2003,200370151,80,2.105170918
2003,200370151,93,2.488397444
2003,200370152,93,2.488397444
2003,200370152,100,2.747174654
2003,200370153,25,1.313642963
2003,200370153,39,1.432185666
2003,200370153,109,3.14706115
2003,200370154,21,1.286189815
2003,200370156,62,1.731835147
2003,200370159,33,1.376702322
2003,200370159,40,1.442196909
2003,200370159,65,1.783879476
2004,200440014,48,1.53110263
2004,200440014,56,1.637883254
2004,200440016,47,1.51907858
2004,200440026,78,2.05569572
2004,200440029,38,1.422401076
2004,200440030,95,2.558151215
2004,200440033,55,1.623441714
2004,200440033,64,1.766132613
2004,200440034,20,1.279710539
2004,200440034,94,2.522875007
2004,200440034,112,3.299749031
2004,200440034,137,5.076749583
2004,200440036,88,2.327370609
2004,200440037,25,1.313642963
2004,200440037,28,1.335947628
2004,200440046,109,3.14706115
2004,200440055,102,2.829056024
2004,200440062,70,1.878973966
2004,200440063,81,2.130771338
2004,200440068,58,1.667777663
2004,200440069,105,2.959129026
2004,200440069,116,3.520355593
2004,200440070,50,1.555992764
2004,200440073,132,4.635693948
2004,200440080,49,1.543405207
2004,200440091,37,1.412838006
2004,200440091,91,2.42176634
2004,200440101,92,2.454700445
2004,200440104,34,1.385428337
2004,200440106,51,1.568871901
2004,200440108,72,1.920167095
2004,200440114,40,1.442196909
2004,200440114,77,2.031794996
2004,200440116,95,2.558151215
2004,200440117,95,2.558151215
2004,200440120,41,1.452440055
2004,200440120,84,2.211185946
2004,200440120,106,3.004510718
2004,200440123,90,2.389577856
2004,200440126,87,2.297319224
2004,200440131,55,1.623441714
2004,200440131,104,2.914774766
2004,200440132,28,1.335947628
2004,200440133,132,4.635693948
2004,200440138,25,1.313642963
2004,200440138,25,1.313642963
2004,200440138,28,1.335947628
2004,200440138,40,1.442196909
2004,200440138,71,1.89933471
2004,200440139,62,1.731835147
2004,200440143,64,1.766132613
2004,200440143,127,4.242355267
2004,200440148,125,4.097204715
2004,200440149,55,1.623441714
2004,200440152,32,1.368173862
2004,200440152,40,1.442196909
2004,200440152,49,1.543405207
2004,200440152,49,1.543405207
2004,200440153,24,1.306542154
2004,200440155,19,1.273377952
2004,200440155,93,2.488397444
2004,200440157,21,1.286189815
2004,200440157,58,1.667777663
2004,200440157,59,1.683246211
2004,200440157,62,1.731835147
2004,200440157,105,2.959129026
2004,200440159,66,1.802037431
2004,200440162,92,2.454700445
2004,200440162,99,2.707618996
2004,200440163,24,1.306542154
2004,200440163,24,1.306542154
2004,200440163,27,1.328341846
2004,200440163,46,1.507326753
2004,200440163,55,1.623441714
2004,200440163,57,1.652659321
2004,200440164,20,1.279710539
2004,200440164,25,1.313642963
2004,200440164,83,2.183764956
2004,200440164,90,2.389577856
2004,200440164,104,2.914774766
2004,200440165,67,1.820616001
2004,200440165,93,2.488397444
2004,200440165,97,2.631173998
2004,200440165,103,2.871424677
2004,200440182,58,1.667777663
2004,200440182,110,3.196796142
2004,200440187,76,2.008435379
2004,200440188,49,1.543405207
2004,200440188,103,2.871424677
2004,200440207,22,1.292819178
2004,200440207,56,1.637883254
2004,200440207,68,1.839624929
2004,200440207,68,1.839624929
2004,200440207,75,1.985604619
2004,200440207,90,2.389577856
2004,200440207,105,2.959129026
2004,200440207,126,4.168949041
2004,200440207,153,6.8808423
2004,200440215,59,1.683246211
2004,200440215,60,1.699073075
2004,200440215,120,3.762124141
2004,200440215,127,4.242355267
2004,200440232,126,4.168949041
2004,200440233,18,1.267188734
2004,200440233,51,1.568871901
2004,200440233,85,2.239242121
2004,200440233,95,2.558151215
2004,200440233,101,2.787646589
2004,200440233,130,4.472934799
2004,200440234,24,1.306542154
2004,200440236,110,3.196796142
2004,200440239,98,2.668958869
2004,200440239,107,3.050943641
2004,200440241,28,1.335947628
2004,200440254,30,1.351691819
2004,200440254,50,1.555992764
2004,200440254,57,1.652659321
2004,200440254,70,1.878973966
2004,200440254,79,2.080150086
2004,200440254,82,2.156964772
2004,200440255,37,1.412838006
2004,200440256,48,1.53110263
2004,200440256,57,1.652659321
2004,200440263,52,1.582049374
2004,200440266,46,1.507326753
2004,200440266,55,1.623441714
2004,200440266,73,1.941482047
2004,200440266,80,2.105170918
2004,200440267,25,1.313642963
2004,200440267,27,1.328341846
2004,200440267,29,1.343729592
2004,200440267,29,1.343729592
2004,200440270,52,1.582049374
2004,200440270,65,1.783879476
2004,200440272,123,3.95855212
2004,200440273,76,2.008435379
2004,200440274,43,1.473643666
2004,200440275,68,1.839624929
2004,200440275,70,1.878973966
2004,200440276,49,1.543405207
2004,200440276,57,1.652659321
2004,200440277,50,1.555992764
2004,200440277,56,1.637883254
2004,200440277,61,1.715266556
2004,200440277,84,2.211185946
2004,200440280,78,2.05569572
2004,200440280,79,2.080150086
2004,200440280,82,2.156964772
2004,200440280,85,2.239242121
2004,200440281,49,1.543405207
2004,200440281,58,1.667777663
2004,200440281,75,1.985604619
2004,200440287,30,1.351691819
2004,200440288,57,1.652659321
2004,200440288,80,2.105170918
2004,200440289,56,1.637883254
2004,200440289,100,2.747174654
2004,200440294,25,1.313642963
2004,200440294,48,1.53110263
2004,200440294,60,1.699073075
2004,200440332,29,1.343729592
2004,200440332,55,1.623441714
2004,200440352,53,1.595532092
2004,200440352,84,2.211185946
2004,200440352,87,2.297319224
2004,200440352,92,2.454700445
2004,200440352,135,4.894245692
2004,200440354,107,3.050943641
2004,200440356,51,1.568871901
2004,200440356,66,1.802037431
2004,200440356,69,1.859074184
2004,200440356,81,2.130771338
2004,200440356,82,2.156964772
2004,200440357,27,1.328341846
2004,200440357,28,1.335947628
2004,200440357,30,1.351691819
2004,200440357,33,1.376702322
2004,200440357,33,1.376702322
2004,200440357,58,1.667777663
2004,200440357,59,1.683246211
2004,200440357,59,1.683246211
2004,200440357,68,1.839624929
2004,200440357,72,1.920167095
2004,200440357,86,2.267948196
2004,200440357,91,2.42176634
2004,200440357,94,2.522875007
2004,200440357,97,2.631173998
2004,200440357,122,3.891571136
2004,200440359,24,1.306542154
2004,200440359,42,1.462920475
2004,200440359,49,1.543405207
2004,200440362,57,1.652659321
2004,200440363,52,1.582049374
2004,200440363,72,1.920167095
2004,200440363,77,2.031794996
2004,200440363,84,2.211185946
2004,200440363,84,2.211185946
2004,200440363,87,2.297319224
2004,200440375,45,1.495840984
2004,200440377,70,1.878973966
2004,200440377,92,2.454700445
2004,200440379,53,1.595532092
2004,200440379,57,1.652659321
2004,200440380,103,2.871424677
2004,200440380,116,3.520355593
2004,200450052,26,1.320908257
2004,200450054,27,1.328341846
2004,200450054,28,1.335947628
2004,200450054,28,1.335947628
2004,200450054,29,1.343729592
2004,200450054,31,1.359838485
2004,200450054,32,1.368173862
2004,200450054,49,1.543405207
2004,200450054,50,1.555992764
2004,200450054,50,1.555992764
2004,200450054,70,1.878973966
2004,200450055,70,1.878973966
2004,200450061,28,1.335947628
2004,200450061,29,1.343729592
2004,200450061,62,1.731835147
2004,200450061,78,2.05569572
2004,200450061,90,2.389577856
2004,200450061,94,2.522875007
2004,200450070,26,1.320908257
2004,200450105,141,5.467817347
2004,200450109,37,1.412838006
2004,200450110,35,1.394356483
2004,200450111,32,1.368173862
2004,200450189,153,6.8808423
2004,200450238,55,1.623441714
2004,200450239,56,1.637883254
2004,200450239,67,1.820616001
2004,200450239,76,2.008435379
2004,200450239,84,2.211185946
2004,200450239,92,2.454700445
2004,200450248,63,1.748787535
2004,200450260,62,1.731835147
2004,200470002,104,2.914774766
2004,200470002,142,5.571310842
2004,200470003,92,2.454700445
2004,200470005,26,1.320908257
2004,200470093,102,2.829056024
2004,200470095,64,1.766132613
2004,200470098,83,2.183764956
2004,200470101,32,1.368173862
2004,200470101,34,1.385428337
2004,200470102,28,1.335947628
2004,200470108,24,1.306542154
2004,200470132,48,1.53110263
2004,200470154,78,2.05569572
2004,200470160,61,1.715266556
2004,200470177,108,3.098452147
2004,200470188,74,1.963290742
2004,200470191,56,1.637883254
2004,200470192,157,7.444970119
2004,200470195,56,1.637883254
2005,200550005,32,1.368173862
2005,200550030,20,1.279710539
2005,200550030,104,2.914774766
2005,200550032,102,2.829056024
2005,200550035,99,2.707618996
2005,200550036,35,1.394356483
2005,200550037,76,2.008435379
2005,200550037,98,2.668958869
2005,200550039,43,1.473643666
2005,200550041,49,1.543405207
2005,200550043,22,1.292819178
2005,200550048,45,1.495840984
2005,200550048,71,1.89933471
2005,200550051,48,1.53110263
2005,200550051,66,1.802037431
2005,200550052,28,1.335947628
2005,200550052,51,1.568871901
2005,200550055,99,2.707618996
2005,200550063,74,1.963290742
2005,200550065,30,1.351691819
2005,200550065,46,1.507326753
2005,200550070,85,2.239242121
2005,200550071,63,1.748787535
2005,200550072,112,3.299749031
2005,200550074,27,1.328341846
2005,200550074,38,1.422401076
2005,200550074,41,1.452440055
2005,200550075,28,1.335947628
2005,200550096,24,1.306542154
2005,200550096,29,1.343729592
2005,200550099,29,1.343729592
2005,200550107,94,2.522875007
2005,200550108,50,1.555992764
2005,200550109,30,1.351691819
2005,200550109,46,1.507326753
2005,200550140,86,2.267948196
2005,200550140,101,2.787646589
2005,200550187,78,2.05569572
2005,200550221,40,1.442196909
2005,200550281,97,2.631173998
2005,200550303,88,2.327370609
2005,200570007,49,1.543405207
2005,200570007,63,1.748787535
2005,200570011,40,1.442196909
2005,200570013,28,1.335947628
2005,200570013,34,1.385428337
2005,200570036,57,1.652659321
2005,200570057,20,1.279710539
2005,200570057,30,1.351691819
2005,200570057,32,1.368173862
2005,200570057,41,1.452440055
2005,200570057,41,1.452440055
2005,200570057,45,1.495840984
2005,200570057,45,1.495840984
2005,200570057,46,1.507326753
2005,200570057,46,1.507326753
2005,200570057,46,1.507326753
2005,200570057,75,1.985604619
2005,200570057,75,1.985604619
2005,200570059,52,1.582049374
2005,200570063,48,1.53110263
2005,200570067,41,1.452440055
2005,200570076,35,1.394356483
2005,200570077,22,1.292819178
2005,200570097,56,1.637883254
2005,200570097,60,1.699073075
2005,200570097,75,1.985604619
2005,200570097,75,1.985604619
2005,200570098,61,1.715266556
2005,200570099,47,1.51907858
2005,200570099,65,1.783879476
2005,200570099,68,1.839624929
2005,200570099,72,1.920167095
2005,200570099,73,1.941482047
2005,200570099,83,2.183764956
2005,200570099,85,2.239242121
2005,200570102,92,2.454700445
2005,200570108,71,1.89933471
2005,200570120,90,2.389577856
2005,200570121,40,1.442196909
2005,200570121,49,1.543405207
2005,200570122,51,1.568871901
2005,200570122,56,1.637883254
2005,200570122,86,2.267948196
2005,200570122,88,2.327370609
2005,200570122,88,2.327370609
2005,200570123,52,1.582049374
2005,200570130,89,2.358118112
2005,200570130,125,4.097204715
2005,200570133,46,1.507326753
2005,200570133,130,4.472934799
2005,200570135,54,1.609327128
2005,200570135,57,1.652659321
2005,200570135,60,1.699073075
2005,200570135,82,2.156964772
2005,200570140,67,1.820616001
2005,200570142,54,1.609327128
2005,200570144,72,1.920167095
2005,200570144,91,2.42176634
2005,200570144,97,2.631173998
2005,200570146,56,1.637883254
2005,200570146,59,1.683246211
2005,200570146,60,1.699073075
2005,200570146,61,1.715266556
2005,200570146,63,1.748787535
2005,200570146,64,1.766132613
2005,200570146,65,1.783879476
2005,200570146,76,2.008435379
2005,200570146,91,2.42176634
2005,200570150,66,1.802037431
2005,200570154,59,1.683246211
2005,200570157,42,1.462920475
2005,200570175,41,1.452440055
2005,200570176,54,1.609327128
2005,200570184,67,1.820616001
2005,200570194,103,2.871424677
2005,200570195,108,3.098452147
2005,200570196,130,4.472934799
2005,200570204,96,2.59424457
2005,200570227,114,3.407526808
2005,200570227,119,3.699590244
2005,200570256,53,1.595532092
2005,200570259,102,2.829056024
2005,200570262,33,1.376702322
2005,200570262,53,1.595532092
2005,200570269,39,1.432185666
2005,200570274,77,2.031794996
2005,200570304,48,1.53110263
2005,200570307,137,5.076749583
2005,200570334,54,1.609327128
2005,200570334,66,1.802037431
2005,200570335,66,1.802037431
2005,200570337,54,1.609327128
2005,200570337,105,2.959129026
2005,200570684,91,2.42176634
2005,200570685,45,1.495840984
2005,200570702,81,2.130771338
2005,200570702,95,2.558151215
2005,200570702,158,7.594262811
2005,200570703,101,2.787646589
2005,200570703,140,5.366666922
2005,200570713,62,1.731835147
2005,200570716,69,1.859074184
2005,200570718,112,3.299749031
2005,200570730,58,1.667777663
2005,200570730,64,1.766132613
2005,200570730,86,2.267948196
2005,200570730,152,6.747701294
2005,200570732,100,2.747174654
2005,200570740,146,6.009820069
2005,200570744,96,2.59424457
2005,200570748,65,1.783879476
2005,200570748,69,1.859074184
2005,200570749,32,1.368173862
2005,200570749,51,1.568871901
2005,200570751,48,1.53110263
2005,200570751,61,1.715266556
2005,200570751,77,2.031794996
2005,200570752,101,2.787646589
2005,200570753,81,2.130771338
2005,200570756,103,2.871424677
2005,200570786,18,1.267188734
2005,200570789,95,2.558151215
2005,200570829,22,1.292819178
2005,200570829,26,1.320908257
2005,200570833,73,1.941482047
2005,200570854,95,2.558151215
2005,200570856,64,1.766132613
2005,200570874,23,1.299602105
2005,200570874,26,1.320908257
2005,200570874,27,1.328341846
2005,200570874,29,1.343729592
2005,200570874,62,1.731835147
2005,200570874,82,2.156964772
2005,200570875,25,1.313642963
2005,200570877,30,1.351691819
2005,200570877,71,1.89933471
2005,200570883,170,9.679813133
2005,200570884,98,2.668958869
2005,200570887,26,1.320908257
2005,200570900,45,1.495840984
2005,200570900,49,1.543405207
2005,200570900,90,2.389577856
2005,200570900,95,2.558151215
2005,200570900,130,4.472934799
2005,200570904,25,1.313642963
2005,200570907,19,1.273377952
2005,200570911,98,2.668958869
2005,200570911,98,2.668958869
2005,200570918,72,1.920167095
2005,200570920,20,1.279710539
2005,200570920,20,1.279710539
2005,200570920,26,1.320908257
2005,200570924,122,3.891571136
2006,200640005,26,1.320908257
2006,200640020,42,1.462920475
2006,200640027,37,1.412838006
2006,200640036,30,1.351691819
2006,200640036,39,1.432185666
2006,200640036,40,1.442196909
2006,200640036,41,1.452440055
2006,200640036,42,1.462920475
2006,200640036,42,1.462920475
2006,200640037,37,1.412838006
2006,200640038,108,3.098452147
2006,200640038,114,3.407526808
2006,200640044,41,1.452440055
2006,200640044,43,1.473643666
2006,200640047,36,1.403491442
2006,200640048,39,1.432185666
2006,200640048,50,1.555992764
2006,200640049,32,1.368173862
2006,200640049,37,1.412838006
2006,200640049,40,1.442196909
2006,200640049,40,1.442196909
2006,200640049,40,1.442196909
2006,200640050,51,1.568871901
2006,200640053,80,2.105170918
2006,200640053,105,2.959129026
2006,200640053,105,2.959129026
2006,200640054,37,1.412838006
2006,200640054,38,1.422401076
2006,200640054,42,1.462920475
2006,200640054,75,1.985604619
2006,200640054,87,2.297319224
2006,200640055,37,1.412838006
2006,200640055,44,1.484615251
2006,200640056,40,1.442196909
2006,200640060,36,1.403491442
2006,200640060,41,1.452440055
2006,200640060,61,1.715266556
2006,200640064,45,1.495840984
2006,200640064,95,2.558151215
2006,200640068,35,1.394356483
2006,200640068,36,1.403491442
2006,200640068,43,1.473643666
2006,200640068,105,2.959129026
2006,200640069,34,1.385428337
2006,200640069,36,1.403491442
2006,200640069,44,1.484615251
2006,200640071,40,1.442196909
2006,200640071,43,1.473643666
2006,200640072,33,1.376702322
2006,200640074,35,1.394356483
2006,200640074,42,1.462920475
2006,200640075,45,1.495840984
2006,200640075,54,1.609327128
2006,200640076,125,4.097204715
2006,200640078,44,1.484615251
2006,200640079,35,1.394356483
